Purchase ID,Customer ID,Product ID,Product Name,Purchase Date,Quantity,Total Price (INR),Payment Method,Discount Applied,Location,Customer Rating
Purchase_48,C004,1001,Mamaearth Onion Hair Oil,2023-05-24,1,399,Credit Card,0%,Mumbai,4.1
Purchase_49,C004,1006,Mamaearth Ubtan Face Mask,2024-04-28,2,698,Credit Card,15%,Pune,4.0
Purchase_50,C004,1006,Mamaearth Ubtan Face Mask,2024-04-28,2,698,Credit Card,0%,Mumbai,3.5
Purchase_51,C004,1002,Mamaearth Vitamin C Face Cream,2024-07-08,2,998,Net Banking,20%,Pune,5.0
Purchase_52,C004,1006,Mamaearth Ubtan Face Mask,2024-09-07,1,349,Debit Card,0%,Mumbai,4.9
Purchase_53,C004,1002,Mamaearth Vitamin C Face Cream,2024-09-07,1,499,Debit Card,20%,Delhi,4.3
Purchase_54,C004,1005,Mamaearth Anti-Hair Fall Shampoo,2024-12-14,2,698,Credit Card,15%,Bangalore,3.5
Purchase_55,C004,1005,Mamaearth Anti-Hair Fall Shampoo,2024-12-14,2,698,UPI,0%,Bangalore,3.8
Purchase_56,C004,1004,Mamaearth Tea Tree Face Wash,2025-01-29,2,698,UPI,5%,Chennai,4.2
Purchase_57,C004,1004,Mamaearth Tea Tree Face Wash,2025-01-29,2,698,Net Banking,5%,Bangalore,4.0
Purchase_58,C004,1001,Mamaearth Onion Hair Oil,2025-06-01,2,798,UPI,10%,Chennai,3.9
Purchase_59,C004,1002,Mamaearth Vitamin C Face Cream,2025-06-01,1,499,Debit Card,10%,Delhi,3.5
Purchase_60,C004,1004,Mamaearth Tea Tree Face Wash,2025-07-05,1,349,Credit Card,5%,Pune,4.5
Purchase_61,C004,1001,Mamaearth Onion Hair Oil,2025-07-08,2,798,Net Banking,0%,Delhi,4.3
Purchase_62,C005,1006,Mamaearth Ubtan Face Mask,2023-06-24,1,349,Debit Card,15%,Delhi,3.9
Purchase_63,C005,1005,Mamaearth Anti-Hair Fall Shampoo,2023-06-24,1,349,UPI,15%,Bangalore,4.0
Purchase_64,C005,1005,Mamaearth Anti-Hair Fall Shampoo,2023-08-22,1,349,Debit Card,20%,Bangalore,4.7
Purchase_65,C005,1004,Mamaearth Tea Tree Face Wash,2023-08-22,2,698,Debit Card,20%,Pune,3.9
Purchase_66,C005,1005,Mamaearth Anti-Hair Fall Shampoo,2024-06-30,1,349,Net Banking,10%,Pune,5.0
Purchase_67,C005,1002,Mamaearth Vitamin C Face Cream,2024-06-30,2,998,Debit Card,10%,Bangalore,4.4
Purchase_68,C005,1002,Mamaearth Vitamin C Face Cream,2024-07-25,1,499,Debit Card,0%,Delhi,4.3
Purchase_69,C005,1003,Mamaearth Charcoal Body Wash,2024-09-06,2,698,Credit Card,0%,Bangalore,4.2
Purchase_70,C005,1002,Mamaearth Vitamin C Face Cream,2024-09-06,2,998,Net Banking,20%,Mumbai,4.5
Purchase_71,C005,1002,Mamaearth Vitamin C Face Cream,2025-05-07,1,499,UPI,10%,Bangalore,4.6
Purchase_72,C005,1005,Mamaearth Anti-Hair Fall Shampoo,2025-05-07,1,349,Debit Card,10%,Delhi,3.9
Purchase_73,C005,1002,Mamaearth Vitamin C Face Cream,2025-05-20,2,998,Net Banking,0%,Delhi,4.4
Purchase_74,C005,1002,Mamaearth Vitamin C Face Cream,2025-05-20,1,499,Net Banking,0%,Chennai,3.8
Purchase_75,C006,1003,Mamaearth Charcoal Body Wash,2023-04-23,2,698,UPI,15%,Mumbai,5.0
Purchase_76,C006,1006,Mamaearth Ubtan Face Mask,2023-05-07,1,349,Debit Card,10%,Mumbai,3.6
Purchase_77,C006,1003,Mamaearth Charcoal Body Wash,2023-07-17,1,349,Net Banking,0%,Delhi,4.4
Purchase_78,C006,1005,Mamaearth Anti-Hair Fall Shampoo,2023-07-23,2,698,Credit Card,0%,Bangalore,4.5
Purchase_79,C006,1004,Mamaearth Tea Tree Face Wash,2023-07-23,1,349,UPI,5%,Mumbai,4.1
Purchase_80,C006,1001,Mamaearth Onion Hair Oil,2023-09-13,2,798,Net Banking,20%,Pune,3.8
Purchase_81,C006,1006,Mamaearth Ubtan Face Mask,2023-09-13,1,349,Debit Card,0%,Chennai,4.3
Purchase_82,C006,1004,Mamaearth Tea Tree Face Wash,2023-11-15,2,698,Debit Card,15%,Mumbai,4.5
Purchase_83,C006,1003,Mamaearth Charcoal Body Wash,2024-02-01,2,698,UPI,5%,Delhi,3.9
Purchase_84,C006,1006,Mamaearth Ubtan Face Mask,2024-02-01,2,698,Net Banking,5%,Bangalore,4.4
Purchase_85,C006,1005,Mamaearth Anti-Hair Fall Shampoo,2024-03-20,1,349,Net Banking,0%,Mumbai,5.0
Purchase_86,C006,1002,Mamaearth Vitamin C Face Cream,2024-07-04,1,499,UPI,10%,Chennai,4.2
Purchase_87,C006,1003,Mamaearth Charcoal Body Wash,2024-07-04,1,349,Debit Card,10%,Bangalore,3.7
Purchase_88,C006,1005,Mamaearth Anti-Hair Fall Shampoo,2025-01-19,2,698,Net Banking,15%,Mumbai,4.6
Purchase_89,C006,1005,Mamaearth Anti-Hair Fall Shampoo,2025-01-19,2,698,Net Banking,0%,Pune,4.1
Purchase_90,C007,1004,Mamaearth Tea Tree Face Wash,2023-10-08,2,698,Debit Card,20%,Pune,4.8
Purchase_91,C007,1003,Mamaearth Charcoal Body Wash,2023-10-21,2,698,UPI,10%,Delhi,4.1
Purchase_92,C007,1005,Mamaearth Anti-Hair Fall Shampoo,2023-10-21,1,349,Credit Card,20%,Pune,3.8
Purchase_93,C007,1005,Mamaearth Anti-Hair Fall Shampoo,2023-11-01,2,698,Net Banking,5%,Mumbai,4.5
Purchase_94,C007,1006,Mamaearth Ubtan Face Mask,2023-12-13,2,698,Credit Card,10%,Mumbai,4.5
Purchase_95,C007,1006,Mamaearth Ubtan Face Mask,2023-12-13,2,698,Net Banking,5%,Delhi,4.9
Purchase_96,C007,1002,Mamaearth Vitamin C Face Cream,2024-10-23,1,499,Net Banking,5%,Chennai,4.9
Purchase_97,C007,1006,Mamaearth Ubtan Face Mask,2024-10-30,2,698,Debit Card,15%,Mumbai,3.5
Purchase_98,C007,1004,Mamaearth Tea Tree Face Wash,2025-01-19,1,349,Credit Card,5%,Chennai,4.4
Purchase_99,C007,1004,Mamaearth Tea Tree Face Wash,2025-01-19,2,698,Net Banking,15%,Bangalore,4.5
Purchase_100,C007,1006,Mamaearth Ubtan Face Mask,2025-05-04,1,349,Debit Card,5%,Pune,4.4
Purchase_101,C007,1003,Mamaearth Charcoal Body Wash,2025-05-27,2,698,UPI,20%,Bangalore,4.0
Purchase_102,C008,1002,Mamaearth Vitamin C Face Cream,2023-06-16,1,499,Debit Card,20%,Bangalore,4.4
Purchase_103,C008,1004,Mamaearth Tea Tree Face Wash,2023-08-29,2,698,Credit Card,15%,Chennai,3.8
Purchase_104,C008,1005,Mamaearth Anti-Hair Fall Shampoo,2023-08-29,1,349,Debit Card,5%,Delhi,5.0
Purchase_105,C008,1006,Mamaearth Ubtan Face Mask,2023-10-06,2,698,Debit Card,10%,Pune,3.7
Purchase_106,C008,1001,Mamaearth Onion Hair Oil,2023-10-06,2,798,Debit Card,10%,Chennai,4.8
Purchase_107,C008,1006,Mamaearth Ubtan Face Mask,2024-01-01,2,698,Net Banking,10%,Pune,3.6
Purchase_108,C008,1002,Mamaearth Vitamin C Face Cream,2024-03-17,1,499,Debit Card,10%,Pune,4.3
Purchase_109,C008,1001,Mamaearth Onion Hair Oil,2024-08-12,1,399,Credit Card,0%,Pune,4.2
Purchase_110,C008,1003,Mamaearth Charcoal Body Wash,2025-01-04,1,349,Net Banking,20%,Delhi,4.8
Purchase_111,C008,1005,Mamaearth Anti-Hair Fall Shampoo,2025-01-04,1,349,Net Banking,5%,Chennai,3.9
Purchase_112,C009,1004,Mamaearth Tea Tree Face Wash,2023-08-17,1,349,Credit Card,5%,Chennai,4.4
Purchase_113,C009,1002,Mamaearth Vitamin C Face Cream,2023-08-17,1,499,UPI,10%,Delhi,4.8
Purchase_114,C009,1005,Mamaearth Anti-Hair Fall Shampoo,2023-08-28,2,698,Debit Card,0%,Pune,4.1
Purchase_115,C009,1004,Mamaearth Tea Tree Face Wash,2023-08-30,1,349,Debit Card,0%,Mumbai,3.6
Purchase_116,C009,1002,Mamaearth Vitamin C Face Cream,2023-08-30,2,998,UPI,15%,Mumbai,3.7
Purchase_117,C009,1006,Mamaearth Ubtan Face Mask,2024-01-06,1,349,Net Banking,10%,Pune,4.8
Purchase_118,C009,1001,Mamaearth Onion Hair Oil,2024-03-03,2,798,Net Banking,15%,Mumbai,4.2
Purchase_119,C009,1003,Mamaearth Charcoal Body Wash,2024-03-24,1,349,Debit Card,15%,Pune,4.8
Purchase_120,C009,1004,Mamaearth Tea Tree Face Wash,2024-05-23,1,349,UPI,0%,Delhi,4.3
Purchase_121,C009,1003,Mamaearth Charcoal Body Wash,2024-08-09,2,698,Net Banking,10%,Chennai,4.7
Purchase_122,C009,1006,Mamaearth Ubtan Face Mask,2025-01-23,2,698,Credit Card,5%,Mumbai,3.8
Purchase_123,C009,1003,Mamaearth Charcoal Body Wash,2025-03-06,2,698,Net Banking,10%,Bangalore,4.6
Purchase_124,C009,1004,Mamaearth Tea Tree Face Wash,2025-03-06,2,698,Debit Card,15%,Bangalore,5.0
Purchase_125,C009,1001,Mamaearth Onion Hair Oil,2025-04-11,2,798,Credit Card,15%,Chennai,3.7
Purchase_126,C009,1002,Mamaearth Vitamin C Face Cream,2025-06-07,1,499,Debit Card,15%,Pune,3.6
Purchase_127,C009,1003,Mamaearth Charcoal Body Wash,2025-06-07,1,349,UPI,0%,Pune,4.7
Purchase_128,C010,1006,Mamaearth Ubtan Face Mask,2023-07-19,2,698,UPI,0%,Chennai,4.7
Purchase_129,C010,1003,Mamaearth Charcoal Body Wash,2023-07-19,1,349,Debit Card,0%,Pune,4.0
Purchase_130,C010,1004,Mamaearth Tea Tree Face Wash,2023-09-23,2,698,UPI,10%,Bangalore,4.1
Purchase_131,C010,1006,Mamaearth Ubtan Face Mask,2023-09-24,1,349,Debit Card,15%,Pune,5.0
Purchase_132,C010,1002,Mamaearth Vitamin C Face Cream,2023-09-24,2,998,Debit Card,5%,Bangalore,4.7
Purchase_133,C010,1001,Mamaearth Onion Hair Oil,2024-01-18,1,399,Credit Card,20%,Bangalore,3.6
Purchase_134,C010,1003,Mamaearth Charcoal Body Wash,2024-07-20,2,698,UPI,20%,Pune,3.7
Purchase_135,C010,1002,Mamaearth Vitamin C Face Cream,2024-07-20,1,499,Net Banking,20%,Mumbai,4.0
Purchase_136,C010,1003,Mamaearth Charcoal Body Wash,2024-08-09,1,349,Credit Card,10%,Mumbai,3.6
Purchase_137,C010,1004,Mamaearth Tea Tree Face Wash,2024-09-07,2,698,Net Banking,5%,Pune,4.0
Purchase_138,C010,1001,Mamaearth Onion Hair Oil,2024-09-07,1,399,UPI,0%,Bangalore,4.0
Purchase_139,C010,1004,Mamaearth Tea Tree Face Wash,2024-10-06,2,698,UPI,10%,Bangalore,4.0
Purchase_140,C010,1006,Mamaearth Ubtan Face Mask,2024-10-06,2,698,Net Banking,10%,Chennai,4.7
Purchase_141,C010,1002,Mamaearth Vitamin C Face Cream,2025-07-01,2,998,Debit Card,5%,Mumbai,4.0
Purchase_142,C010,1004,Mamaearth Tea Tree Face Wash,2025-07-26,1,349,Debit Card,0%,Delhi,4.0
Purchase_143,C011,1003,Mamaearth Charcoal Body Wash,2023-06-05,1,349,Credit Card,10%,Mumbai,3.5
Purchase_144,C011,1004,Mamaearth Tea Tree Face Wash,2023-08-29,1,349,UPI,20%,Bangalore,4.2
Purchase_145,C011,1006,Mamaearth Ubtan Face Mask,2023-08-29,1,349,UPI,0%,Bangalore,3.9
Purchase_146,C011,1005,Mamaearth Anti-Hair Fall Shampoo,2024-11-14,2,698,Debit Card,15%,Bangalore,4.6
Purchase_147,C011,1005,Mamaearth Anti-Hair Fall Shampoo,2024-11-14,2,698,Debit Card,0%,Mumbai,3.5
Purchase_148,C011,1002,Mamaearth Vitamin C Face Cream,2025-04-15,2,998,UPI,10%,Delhi,4.7
Purchase_149,C011,1004,Mamaearth Tea Tree Face Wash,2025-07-04,1,349,Debit Card,0%,Delhi,4.6
Purchase_150,C012,1003,Mamaearth Charcoal Body Wash,2023-08-26,2,698,UPI,10%,Bangalore,4.0
Purchase_151,C012,1002,Mamaearth Vitamin C Face Cream,2023-08-26,2,998,UPI,5%,Pune,4.9
Purchase_152,C012,1004,Mamaearth Tea Tree Face Wash,2024-01-03,2,698,UPI,10%,Mumbai,3.6
Purchase_153,C012,1001,Mamaearth Onion Hair Oil,2024-01-03,1,399,Net Banking,5%,Bangalore,3.8
Purchase_154,C012,1002,Mamaearth Vitamin C Face Cream,2024-02-21,1,499,Debit Card,10%,Chennai,4.5
Purchase_155,C012,1002,Mamaearth Vitamin C Face Cream,2024-02-21,2,998,UPI,0%,Mumbai,4.0
Purchase_156,C012,1005,Mamaearth Anti-Hair Fall Shampoo,2024-02-23,2,698,Debit Card,15%,Bangalore,3.6
Purchase_157,C012,1006,Mamaearth Ubtan Face Mask,2024-04-12,1,349,UPI,5%,Bangalore,3.6
Purchase_158,C012,1002,Mamaearth Vitamin C Face Cream,2024-06-16,2,998,UPI,5%,Mumbai,4.1
Purchase_159,C012,1001,Mamaearth Onion Hair Oil,2024-09-23,2,798,UPI,20%,Pune,3.6
Purchase_160,C012,1002,Mamaearth Vitamin C Face Cream,2025-04-03,2,998,UPI,20%,Bangalore,4.7
Purchase_161,C013,1002,Mamaearth Vitamin C Face Cream,2023-04-13,2,998,Debit Card,20%,Pune,4.6
Purchase_162,C013,1004,Mamaearth Tea Tree Face Wash,2023-05-04,2,698,Net Banking,10%,Chennai,4.4
Purchase_163,C013,1002,Mamaearth Vitamin C Face Cream,2023-05-04,1,499,Credit Card,20%,Chennai,4.6
Purchase_164,C013,1003,Mamaearth Charcoal Body Wash,2023-05-18,2,698,Net Banking,0%,Chennai,4.7
Purchase_165,C013,1004,Mamaearth Tea Tree Face Wash,2023-08-31,2,698,Net Banking,20%,Chennai,4.3
Purchase_166,C013,1003,Mamaearth Charcoal Body Wash,2023-10-02,2,698,Net Banking,0%,Chennai,3.8
Purchase_167,C013,1006,Mamaearth Ubtan Face Mask,2024-04-06,1,349,Credit Card,0%,Bangalore,4.5
Purchase_168,C013,1006,Mamaearth Ubtan Face Mask,2024-06-04,2,698,Net Banking,15%,Chennai,4.6
Purchase_169,C013,1002,Mamaearth Vitamin C Face Cream,2024-08-22,1,499,Credit Card,10%,Delhi,4.8
Purchase_170,C013,1001,Mamaearth Onion Hair Oil,2024-08-22,2,798,Credit Card,0%,Mumbai,4.5
Purchase_171,C013,1001,Mamaearth Onion Hair Oil,2024-09-23,1,399,UPI,5%,Mumbai,4.0
Purchase_172,C013,1005,Mamaearth Anti-Hair Fall Shampoo,2025-02-23,1,349,UPI,10%,Chennai,3.7
Purchase_173,C013,1004,Mamaearth Tea Tree Face Wash,2025-06-03,1,349,Credit Card,0%,Pune,4.0
Purchase_174,C013,1004,Mamaearth Tea Tree Face Wash,2025-06-03,2,698,Net Banking,0%,Delhi,4.3
Purchase_175,C014,1006,Mamaearth Ubtan Face Mask,2024-01-29,2,698,Credit Card,15%,Delhi,4.6
Purchase_176,C014,1005,Mamaearth Anti-Hair Fall Shampoo,2024-01-29,2,698,UPI,10%,Mumbai,4.1
Purchase_177,C014,1004,Mamaearth Tea Tree Face Wash,2024-02-05,1,349,Credit Card,0%,Delhi,4.5
Purchase_178,C014,1006,Mamaearth Ubtan Face Mask,2024-12-05,1,349,Net Banking,5%,Pune,4.5
Purchase_179,C014,1002,Mamaearth Vitamin C Face Cream,2024-12-05,1,499,Net Banking,10%,Delhi,4.9
Purchase_180,C014,1005,Mamaearth Anti-Hair Fall Shampoo,2025-02-11,2,698,Net Banking,15%,Mumbai,4.2
Purchase_181,C014,1004,Mamaearth Tea Tree Face Wash,2025-02-12,1,349,Debit Card,0%,Mumbai,4.1
Purchase_182,C014,1004,Mamaearth Tea Tree Face Wash,2025-02-12,2,698,UPI,5%,Bangalore,4.4
Purchase_183,C014,1001,Mamaearth Onion Hair Oil,2025-04-06,2,798,UPI,5%,Mumbai,4.3
Purchase_184,C014,1002,Mamaearth Vitamin C Face Cream,2025-04-06,2,998,UPI,20%,Pune,4.1
Purchase_185,C015,1001,Mamaearth Onion Hair Oil,2023-05-16,1,399,UPI,0%,Delhi,4.5
Purchase_186,C015,1003,Mamaearth Charcoal Body Wash,2023-05-30,1,349,UPI,15%,Mumbai,3.5
Purchase_187,C015,1002,Mamaearth Vitamin C Face Cream,2023-12-22,2,998,UPI,5%,Delhi,3.7
Purchase_188,C015,1006,Mamaearth Ubtan Face Mask,2023-12-22,2,698,UPI,0%,Delhi,3.9
Purchase_189,C015,1002,Mamaearth Vitamin C Face Cream,2024-05-03,2,998,Credit Card,10%,Delhi,4.7
Purchase_190,C015,1003,Mamaearth Charcoal Body Wash,2024-05-05,1,349,Net Banking,10%,Mumbai,4.0
Purchase_191,C015,1006,Mamaearth Ubtan Face Mask,2024-05-05,2,698,Debit Card,10%,Delhi,4.7
Purchase_192,C015,1003,Mamaearth Charcoal Body Wash,2025-05-11,1,349,Credit Card,15%,Chennai,4.4
Purchase_193,C015,1006,Mamaearth Ubtan Face Mask,2025-06-12,2,698,Debit Card,5%,Delhi,5.0
Purchase_194,C015,1005,Mamaearth Anti-Hair Fall Shampoo,2025-06-22,2,698,Debit Card,10%,Delhi,4.9
Purchase_195,C016,1005,Mamaearth Anti-Hair Fall Shampoo,2023-05-24,1,349,Net Banking,15%,Bangalore,4.2
Purchase_196,C016,1005,Mamaearth Anti-Hair Fall Shampoo,2024-01-24,1,349,Credit Card,10%,Delhi,4.7
Purchase_197,C016,1003,Mamaearth Charcoal Body Wash,2024-01-24,2,698,Debit Card,20%,Mumbai,4.7
Purchase_198,C016,1004,Mamaearth Tea Tree Face Wash,2024-01-29,1,349,Credit Card,10%,Bangalore,4.4
Purchase_199,C016,1003,Mamaearth Charcoal Body Wash,2024-01-29,1,349,UPI,15%,Pune,4.8
Purchase_200,C016,1002,Mamaearth Vitamin C Face Cream,2024-02-18,2,998,Debit Card,20%,Chennai,4.2
Purchase_201,C016,1006,Mamaearth Ubtan Face Mask,2024-02-18,2,698,Net Banking,10%,Chennai,4.4
Purchase_202,C016,1006,Mamaearth Ubtan Face Mask,2024-07-24,1,349,UPI,15%,Bangalore,3.7
Purchase_203,C016,1006,Mamaearth Ubtan Face Mask,2024-12-04,1,349,Debit Card,15%,Chennai,3.5
Purchase_204,C016,1004,Mamaearth Tea Tree Face Wash,2024-12-04,2,698,Credit Card,15%,Bangalore,4.2
Purchase_205,C016,1002,Mamaearth Vitamin C Face Cream,2025-01-17,1,499,UPI,5%,Chennai,4.8
Purchase_206,C016,1001,Mamaearth Onion Hair Oil,2025-05-18,1,399,UPI,15%,Bangalore,3.7
Purchase_207,C016,1006,Mamaearth Ubtan Face Mask,2025-05-27,1,349,Credit Card,0%,Delhi,4.6
Purchase_208,C016,1003,Mamaearth Charcoal Body Wash,2025-06-09,1,349,Credit Card,5%,Chennai,4.6
Purchase_209,C016,1002,Mamaearth Vitamin C Face Cream,2025-07-15,2,998,Debit Card,10%,Pune,4.5
Purchase_210,C017,1003,Mamaearth Charcoal Body Wash,2023-04-19,2,698,Credit Card,15%,Bangalore,4.5
Purchase_211,C017,1005,Mamaearth Anti-Hair Fall Shampoo,2023-04-19,2,698,Credit Card,10%,Pune,3.7
Purchase_212,C017,1001,Mamaearth Onion Hair Oil,2023-05-21,1,399,Net Banking,10%,Pune,3.6
Purchase_213,C017,1004,Mamaearth Tea Tree Face Wash,2023-05-21,2,698,UPI,0%,Pune,4.6
Purchase_214,C017,1006,Mamaearth Ubtan Face Mask,2023-10-19,1,349,Debit Card,0%,Mumbai,4.7
Purchase_215,C017,1001,Mamaearth Onion Hair Oil,2023-10-19,2,798,Net Banking,15%,Delhi,4.5
Purchase_216,C017,1004,Mamaearth Tea Tree Face Wash,2023-10-26,1,349,Net Banking,15%,Mumbai,4.5
Purchase_217,C017,1006,Mamaearth Ubtan Face Mask,2024-09-07,2,698,Debit Card,15%,Mumbai,3.6
Purchase_218,C017,1003,Mamaearth Charcoal Body Wash,2024-09-07,1,349,Net Banking,10%,Chennai,4.2
Purchase_219,C017,1003,Mamaearth Charcoal Body Wash,2024-10-11,1,349,UPI,15%,Chennai,4.9
Purchase_220,C017,1002,Mamaearth Vitamin C Face Cream,2024-10-11,2,998,Net Banking,20%,Mumbai,4.2
Purchase_221,C017,1003,Mamaearth Charcoal Body Wash,2025-01-14,1,349,Credit Card,5%,Delhi,4.1
Purchase_222,C017,1006,Mamaearth Ubtan Face Mask,2025-02-05,2,698,Net Banking,5%,Pune,4.6
Purchase_223,C017,1002,Mamaearth Vitamin C Face Cream,2025-02-05,1,499,UPI,0%,Mumbai,3.8
Purchase_224,C017,1006,Mamaearth Ubtan Face Mask,2025-02-13,1,349,Net Banking,5%,Mumbai,3.9
Purchase_225,C017,1006,Mamaearth Ubtan Face Mask,2025-05-22,2,698,UPI,20%,Chennai,4.1
Purchase_226,C018,1002,Mamaearth Vitamin C Face Cream,2023-04-04,1,499,Debit Card,10%,Bangalore,4.7
Purchase_227,C018,1001,Mamaearth Onion Hair Oil,2023-04-20,2,798,UPI,5%,Bangalore,4.3
Purchase_228,C018,1001,Mamaearth Onion Hair Oil,2023-04-20,1,399,UPI,5%,Mumbai,3.5
Purchase_229,C018,1006,Mamaearth Ubtan Face Mask,2023-05-17,1,349,Debit Card,5%,Bangalore,4.5
Purchase_230,C018,1005,Mamaearth Anti-Hair Fall Shampoo,2024-07-18,1,349,UPI,5%,Delhi,4.5
Purchase_231,C018,1005,Mamaearth Anti-Hair Fall Shampoo,2024-09-01,2,698,Debit Card,10%,Delhi,4.4
